ids,name,subscriberCount,viewCount,videoCount,description,creation,country,thumbnail,idPlaylist
UCULDXDJc9mjUJnr87WzV4qA,Miroki,56,1779,89,"Du gaming et du fun avec un Furry Vtuber.
Chat (parceque ce sont les maitre du monde)
violet (c'est la meilleur couleur du monde !! )
",2012-01-07,FR,https://yt3.ggpht.com/l83ixTNuH1EgOtY9baT1ucMbWVMJkkKTwOWPs1m93kytRUTbta6oeRBN0ITtx1uQnL72fS2xnA=s88-c-k-c0x00ffffff-no-rj,UUULDXDJc9mjUJnr87WzV4qA
UC24G99VSNyxaC0iwQC2bhtw,Sorcier0304,297,224647,65,Mon discord: https://discord.gg/2GhpSRD,2013-07-10,None,https://yt3.ggpht.com/FD7XWqKm0Ehp5vtoaZQV5yLf94iZ3MABPELVQSxbO1RWCDnsOhPpfEeY92K_gnLs9QAzHdY=s88-c-k-c0x00ffffff-no-rj,UU24G99VSNyxaC0iwQC2bhtw
UCUvEd13pUKoNy6ck6GAUvuw,Kazu,12,59,1,Fortnite GAMING,2015-12-23,FR,https://yt3.ggpht.com/BBr1S3h5OtEiyh_xOD9Gf7BU_tegrbyO9jE58xeTimxv2tz_IdizhNBbQrHsvqX7AgquxcbCbg=s88-c-k-c0x00ffffff-no-rj,UUUvEd13pUKoNy6ck6GAUvuw
UCL-LXDE1ESNwFGGWQ6kyHOA,Shinobu,1,4,3,"Hey je suis un jeune Vtuber Français, je commence tout juste à streamer et faire des vidéos, j'espère vous voir dans le coin et que la chaine vous plaira !",2021-11-01,FR,https://yt3.ggpht.com/VYzSgvy3hpR5RsFZw158bXgNCtsfaoBmIfyHF2Ij-8K3c4OIwrFr9Gl0IVBIC-Feq-aKeuSmkg=s88-c-k-c0x00ffffff-no-rj,UUL-LXDE1ESNwFGGWQ6kyHOA
UC_iYv9c6LDmKC4aJ4F_tOdQ,Chodlax,134,9546,37,"Je suis Chodlax, un Youtuber Virtuel français - VTUBER FR.
Divertissement, Fun et bizarreries vous attendent ici.
",2021-05-01,None,https://yt3.ggpht.com/0RruycJX9fljTnDQDx8fXkA8f4Y0gYpYlMzHexYQZRBmXtKPZEX2chZQAqhg8jMtiSA9t8ld7A=s88-c-k-c0x00ffffff-no-rj,UU_iYv9c6LDmKC4aJ4F_tOdQ
UC-T54XFx9vduW4vo4yaArTA,Vega,195,5088,14,"Voyageant à travers l'espace avec son fidèle compagnon Amiral elle découvre une étrange planète dans la Voie Lactée. Ici démarre la nouvelle aventure du Capitaine Vega en communication avec la Terre! 
Rejoignez l'équipage du ST4R5!

",2020-12-20,None,https://yt3.ggpht.com/DU7Con8bstQCwrEoh1q2CUWcWbu6PiJzmyxJrOAqGyyjtRB5D2Kx195E20QSyc_UgShEnJ6BtQ=s88-c-k-c0x00ffffff-no-rj,UU-T54XFx9vduW4vo4yaArTA
UCQu_lOsmiA_JQ-09S9SObog,Astra,7,582,14,,2020-11-24,None,https://yt3.ggpht.com/ytc/AKedOLSNTXGYK-otaRR1SFMSpoEewKSl2dw2veln8gJL=s88-c-k-c0x00ffffff-no-rj,UUQu_lOsmiA_JQ-09S9SObog
UChwOWApmOyERFirHw_ZjiRw,Zydia,170,2852,18,"Little Guinea Pig Vtuber who loves illustration and want to share her hapiness with her community !

Une petite cochon d'inde Vtuber passionnée par l'illustration ayant envie de faire partager sa bonne humeur à la communauté !
 ",2015-07-02,FR,https://yt3.ggpht.com/ytc/AKedOLQszyRI56LkhNo5iH1WfXURcwlqIy-E2Nm8h6hHwQ=s88-c-k-c0x00ffffff-no-rj,UUhwOWApmOyERFirHw_ZjiRw
UCg0G09j7-IALp_qEv3ogrKA,Nianpasu,13,164,10,"Vtuber et Vstreamer Okami français faisant des let's play et des FPS. Je suis également connu sous le nom de Nianpantsu le roi des culottes ! Je suis principalement actif sur Twitch ou je fais des lives presque tous les jours à partir de 14h donc n'hésites pas à passer nous voir on s'amuse beaucoup !
Cette chaîne Youtube sera constituée principalement de VOD de streams mais également de contenu exclusif.
",2021-06-29,FR,https://yt3.ggpht.com/pkFkuZwJWCtM10I4nGdNJ1qcpZLkFI6hdr44XyvyISJ3iYMLFKKqCeC-cbkRXa6gHlCrXZnxcKg=s88-c-k-c0x00ffffff-no-rj,UUg0G09j7-IALp_qEv3ogrKA
UC_nl4ZkYbb9ctqW87nNfeiA,Cyrilmant,2,65,4,"Salut ! Je suis un VTuber Manchots géant qui voudrait devenir Fondeur d'art (création de bijoux). 
Cette chaine va servir à mettre certaines VOD de mes live sur mon twitch :
https://www.twitch.tv/cyrilmant",2020-09-06,FR,https://yt3.ggpht.com/ytc/AKedOLTUMwGjbcHsYJ613eWEfZAdzvl024QBXpdaKK8p=s88-c-k-c0x00ffffff-no-rj,UU_nl4ZkYbb9ctqW87nNfeiA
UC14Y5ofKNsLpCgtTEVx6RqA,Faryto.Vtuber,2,37,2,Bonjour ma chaîne youtube s'appelle faryto je suis Vtuber.,2021-01-06,FR,https://yt3.ggpht.com/ytc/AKedOLTXUDEhjb1aqJ1E9aI0TTJfB-sG-D6DiVrKImqG=s88-c-k-c0x00ffffff-no-rj,UU14Y5ofKNsLpCgtTEVx6RqA
UC5cdtddYhauMML_PBLbtgzQ,JeffyBed,487,19566,154,"Canadian Alien Vtuber, Illustrator And Fashionista Since 2018; Big Fan Of Humans; #envtuber ; (EN/FR); Business Enquiries: business@jeffybed.com
",2018-07-13,CA,https://yt3.ggpht.com/NHInG5QZwCglBkOuDyn5zfaqqf50DmH32suE8Uho2r53BU1cw7msUlDfItnY67YeIzkUrF4F=s88-c-k-c0x00ffffff-no-rj,UU5cdtddYhauMML_PBLbtgzQ
UCDOdxHpBKFZaPyoS2pMs4kQ,Im,40,294,15,"Bonjour / Bonsoir,

- Elle/She/Her | Transgenre MtF
- Alicia | 21 ans
- Nordiste | Passionnée d'anime / manga / jeux vidéos depuis toute petite
- Jeune Streameuse | VTUBER FR

Je ferais des lives pour le plaisir et pour vous faire partager mon expérience et mes découvertes.

Voilà je pense que tout est dis ♥
",2015-02-02,FR,https://yt3.ggpht.com/ytc/AKedOLRyJy2epLZp1lmro8c6KOCs_0s2eHlWCWigwa44Kw=s88-c-k-c0x00ffffff-no-rj,UUDOdxHpBKFZaPyoS2pMs4kQ
UC1chfl5op9NCNFF1-9QGIMw,Kaoru,247,37448,1030,"Bienvenue ! 

Je suis Kaoru Sayaka, un Kuudjin Vtuber FR provenant de l'univers de Maeiia.
Je ne suis pas un joueur professionnel, et ne joue que pour le fun et pour discuter. J'espère que vous prendrez plaisir avec moi.

Cette chaîne se concentre essentiellement sur les rediffusions de stream dont vous pouvez me rejoindre ici : 
Twitch : https://www.twitch.tv/kaorusayaka
Discord : https://discord.gg/wqNBCmxQAz

Bien que ce ne soit pas obligatoire, vous pouvez aider à la conception de Maeiia en vous abonnant sur Twitch ou en faisant une petite donation : https://streamlabs.com/kaorusayaka/tip

⚠️For English speakers⚠️
I cannot discuss orally because I am not fluent in the language but I would be happy to converse with you in writing.

",2014-07-30,FR,https://yt3.ggpht.com/LGqT-J_mSQNCGv1vxeQb1hY_LaZzsXQVMrzAyEMj6egZ0qsvtSXv7c0Eo5DZptYzn94kZOmzUw=s88-c-k-c0x00ffffff-no-rj,UU1chfl5op9NCNFF1-9QGIMw
UCXR5nDdHFq_p427oOne68Zg,Okashï,271,61077,11,"Mon nouveau moi , je crée des personnages 3D et joue en vr ! ( pas vr chat mdr )",2018-10-30,None,https://yt3.ggpht.com/tJEyL3Z5zSGbyF4UGO19rEqvpqaeLjvp4efxHDnnLOYRaqGtBttH6Gggm07a1_Dm7GATMxzCqj4=s88-c-k-c0x00ffffff-no-rj,UUXR5nDdHFq_p427oOne68Zg
UC4_Og5KPjlHPKCeprUL-VEg,RED,24,360,5,"le genre de gars a faire des vidéos randoms avec ses potes et d'la musique
",2021-06-07,None,https://yt3.ggpht.com/fJqKDMV9V2uNNVMsFwNPIpn2IOjDAragnr2WoU4v1e7L0X4gCN8CL3Ycthk28lXFco_ITcmW=s88-c-k-c0x00ffffff-no-rj,UU4_Og5KPjlHPKCeprUL-VEg
UCFALIsCcYkXyg-OIDIXnNEw,Sabiela,527,15566,6,"Salut bande de weebs ! ⛩️

⌦ Qui suis-je ? Moi c'est Sabiela, fraîchement devenue VTuber et j'ai le surnom le plus stylé de ce monde. J'adore les anime et la bouffe ! J'étudie le japonais, wesh c'est trop dur et askip je suis drôle niveau clownesque aussi.

� Mais que fous-je sur cette chaîne ? Avant je postais des MAD (des genre de mini-AMV) sur ma chaîne secondaire, maintenant je fais principalement des tutos, reviews, jeux, etc.

❂ Quelle fréquence ? Mon PC est en sueur... 😒
(Il lui faut 5 heures pour rendre une vidéo de 5 min...LOL)

VIVRE POUR MANGER OU MANGER POUR VIVRE ❓

BON APPÉTIT 🦀
",2021-04-28,FR,https://yt3.ggpht.com/T3VVMMDXCTG4iRmy2IG5_b6lBiqudGuXjOJZT6R6VUJicNBSNm0ef3mfccmC6e-wSVIBb8wT=s88-c-k-c0x00ffffff-no-rj,UUFALIsCcYkXyg-OIDIXnNEw
UCVnU1OoBUAwhjSs1vsxpiow,Kyrian,24,501,9,,2010-04-29,None,https://yt3.ggpht.com/ytc/AKedOLQZr-23Q0IDFc9zSnQiseRalK04cbLU7g4onlx0ORA=s88-c-k-c0x00ffffff-no-rj,UUVnU1OoBUAwhjSs1vsxpiow
UC3MgBD4nC6zReBOhJITCx0A,BoolbyX,3,38,21,Hey! Voici la chaîne sur laquelle je posterai les rediffusions des streams que j'aurai fait sur Twitch!,2021-06-28,FR,https://yt3.ggpht.com/SaXmiTp4IEKJkJx3pmPIayDoSah9GrrwDiKIIdU8gafQF3mU0KAw3JW4rbu-nBnzMsRIQqJs=s88-c-k-c0x00ffffff-no-rj,UU3MgBD4nC6zReBOhJITCx0A
UCXJ5n9fq9klF6HbIND7rZFQ,Sano,14,0,0,Vtuber FR,2015-05-14,None,https://yt3.ggpht.com/HYq9k3T6Yc8eCw8pbozTt9pUZcYRL9EWU7_HiNtrDPsO_2u56J5XhEJU0a-TIOBIiAmTq-hKRg=s88-c-k-c0x00ffffff-no-rj,UUXJ5n9fq9klF6HbIND7rZFQ
UCOVzW91iwimJFPGOdAmr-6g,Kenlxl57,67,1539,19,Abonné ou pas Krololic te souhaite une vie heureuse,2018-03-26,FR,https://yt3.ggpht.com/ytc/AKedOLRduFupZxwWjPqH4A6ExM6Z2YV3t253uBPe3M7HsQ7talOZ23xvhbe4pDsKr_80=s88-c-k-c0x00ffffff-no-rj,UUOVzW91iwimJFPGOdAmr-6g
UC6pJsuNWjoE-Z6pnl5WggGA,milleeeeeeer,18,49,5,"|•VTUBER FR affilié twitch•|

|•🌙 En stream le mardi, mercredi, vendredi,samedi et dimanche😇•|

|•Hésite pas à venir sur mon discord et mes autres réseaux pour faire partie de la communauté 💜•|

|•twitch: milleeeeeeer•|
https://linktr.ee/milleeeeeeer
 
",2021-08-31,None,https://yt3.ggpht.com/4VMupEDNTi-bC3t4dF05RKVzoPBu1JVDcl9h0mWq_T2cYkFcsifEhl_fvV2Jq44EgsdGuZJr=s88-c-k-c0x00ffffff-no-rj,UU6pJsuNWjoE-Z6pnl5WggGA
UCacVCc35iPal0OtvvLe-0Rw,Aizen,16,119,5,,2021-08-26,None,https://yt3.ggpht.com/LYWHDfdJVtxoF3nn5X53fYIcRMGsBI5rs6hLVzhfsagTisE2CP_eZbeok-_JezbtBnDA2fh4Kw=s88-c-k-c0x00ffffff-no-rj,UUacVCc35iPal0OtvvLe-0Rw
UCMZxDhjvfMKae0inaRROOtg,DaevasFashion,1240,86101,70,"Bienvenue sur la chaîne YouTube de la Vstreameuse / Vtuber Melibellule de Daeva's Fashion. 

Rendez-vous tous les 15 jours pour un nouveau Best Of Vtuber.
Du highlight, les meilleurs moments, comme les meilleurs fails !

Venez découvrir tous les guides, les informations sur les MMORPG : 
http://www.daevasfashion.fr

#Vtuber #Melibellule #Live2D
",2013-04-01,FR,https://yt3.ggpht.com/VVRKTmrBTtB_wQYY9C1slzRaiNx_RTSEYhQfqWJkMOgfLXVVf2TlXLdGkOaB8RroFO59jfCTFA=s88-c-k-c0x00ffffff-no-rj,UUMZxDhjvfMKae0inaRROOtg
UCbmjYo53esp5YRM5nxRxMWw,MaganiM,61,0,0,"Vtuber-Vstreamer , Bientôt je me ferais chier a faire des Best-of de mes Stream ici, ainsi que mes clips
https://www.twitch.tv/maganimtv",2014-08-24,FR,https://yt3.ggpht.com/jqx8Y6KvcVhlhT-zLelP48ARgDO8HQRoM9TC06YwnFxDEKtuW4FUZKuhtgJSoSIAEcgiTOazxA=s88-c-k-c0x00ffffff-no-rj,UUbmjYo53esp5YRM5nxRxMWw
UC8C3h3rgsi4HqC0ZiEhxXNA,Yukio,30,682,3,【VTuber】- ENG/FR - learning JP - Rumors say I used to be a pro fps player. #VtuberFR,2020-09-08,FR,https://yt3.ggpht.com/ytc/AKedOLQ_ms3b-prSQqsnkW4pFNej3KBJ-bHtoKtd1RT6=s88-c-k-c0x00ffffff-no-rj,UU8C3h3rgsi4HqC0ZiEhxXNA
UCfA_ZC_epnPhOc5k8wEvFsA,Black,5720,1173054,1123,"ブラックデビル
Je suis un CON qui test des jeux
Je partage mon style de Vtuber Français avec mon avatar Vtuber FR
et je vous propose des let's play FR ou des letsplay FR sur les jeux que j'aime ou que vous pouvez me proposer à découvrir.

Retrouvez moi en Live tous les lundi, mercredi et vendredi de 21h à 1h sur Twitch http://www.twitch.tv/blackd6vil
et sur THEVAULT42 le mardi et jeudi de 10h à 13h !
https://www.twitch.tv/thevault42/

Et pour ne rien manquer sur mes activité retrouvez moi sur
Facebook : https://www.facebook.com/blackd6vil
Twitter : https://twitter.com/BlackD6vil
Instagram : https://www.instagram.com/blackd6vil/

Pour Devenir Membre et soutenir la chaîne https://www.youtube.com/channel/UCfA_ZC_epnPhOc5k8wEvFsA/join

N'hésitez pas à vous abonner, liker et activer la cloche si mes vidéos vous plaise et pour ne pas rater les prochaines vidéos !

Un énorme merci pour votre soutien et de continuer à regarder mes vidéos ;)

Les bises
jS

#letsplayfr #vtuberfr #vtuber3d
",2014-10-11,FR,https://yt3.ggpht.com/ytc/AKedOLR8OFeAydLWzGYFQtBm4k3m586yr0-LB7-AmNdmLw=s88-c-k-c0x00ffffff-no-rj,UUfA_ZC_epnPhOc5k8wEvFsA
UC34TG-xeIwSysMIxSIV0y_A,Talos,2,27,15,"Aspiring VTuber EN/FR
Fresh out of the catacombs",2021-02-23,None,https://yt3.ggpht.com/ytc/AKedOLSkjF-SCbwYBMtxSMjXvuJjhbLHrv_XCq1RHLcd=s88-c-k-c0x00ffffff-no-rj,UU34TG-xeIwSysMIxSIV0y_A
UCN40LOyTDOeA51Y0Z_7G8Zw,Sefiko,25,222,15,"Salut a tous je suis en Live sur Twitch très souvent le Week-End !

Ici ce sera casi que des Rediff Live donc n'hésite pas a venir te Follow sur Twitch

https://www.twitch.tv/sefikogaming

Et n'oublie pas de t'abonner, commenter, partager pour me soutenir
",2021-11-07,FR,https://yt3.ggpht.com/zz9jC-yWXcp6oVJbFP9pHMDkfjW5X-H591Gm6oxY0i666bFa8Zz3oHAdPUMuDraz3XhFMZGiPA=s88-c-k-c0x00ffffff-no-rj,UUN40LOyTDOeA51Y0Z_7G8Zw
UCCc3RB_64Yb_JY2BAhCHO4w,-VTuber,11,0,0,"★彡彡 𝓟𝓻é𝓼𝓮𝓷𝓽𝓪𝓽𝓲𝓸𝓷  ミミ★
Hey 👋!

Bienvenue sur la chaine 🤩!

C'est une chaine de jeux vidéo de tout type 🎮 MAIS PAS QUE 😮!

Je fait aussi du ""V.Tubing"" 😯!

Tu ne sais pas ce que c'est 😑?  bah c'est en gros un personnage en 3D (possible en 2D mais faut des compétence en dessin… 😅) qui s'incruste sur la vidéo est qui est contrôler grâce à ma webcam 🎥 et aussi pour bouger les bras j'utilise un Leap Motion à 90balle (je suis un gros pigeons 🐦XD)

Bon tu sais tout de la chaîne 🤗 je suis encore en préparation pour la chaîne donc abonne-toi quand je sortirait une vidéo 😎! Il me faut juste de la motivation XD !

✎✐✎✐✎𝓐𝓹𝓹𝓵𝓲𝓬𝓪𝓽𝓲𝓸𝓷✐✎✐✎✐
-Montage 🎬: Wondershare Filmora X
https://filmora.wondershare.fr

Stream(PC) 🎥: OBS Studio
https://obsproject.com/fr/download

Stream(Wii u) 🎮: Game Capture HD
https://www.elgato.com/fr/game-capture-software

╰☆☆ 𝓥.𝓣𝓾𝓫𝓲𝓷𝓰 ☆☆╮
VRoid:
https://vroid.com/en/studio

VSeeFace:
https://www.vseeface.icu

VMagicMirror:
https://malaybaku.github.io/VMagicMirror/en/index
",2020-03-30,FR,https://yt3.ggpht.com/lx5ZSgMGMbCBM1nSIrQrGQRAdyT0eGVNa1puyFUSU229Ha0DVt_NqRNMm3AVKVDWwVjOlyma1g=s88-c-k-c0x00ffffff-no-rj,UUCc3RB_64Yb_JY2BAhCHO4w
UCW_uidN8QhHRPpSj4CuwPtw,Yuroo,631,26588,30,,2020-12-26,None,https://yt3.ggpht.com/ytc/AKedOLT30WrvrITNkMU6ixPGIBpv_LCsciN_Wt2jnF8P=s88-c-k-c0x00ffffff-no-rj,UUW_uidN8QhHRPpSj4CuwPtw
UCXbfaJYk2tY6S1qFyrBxdmA,Sakura,1800,223171,338,"Ma chaîne tourne sur le jeux vidéo, la Réalité Virtuelle, le MMD, le ecchi et VRChat, de l'humour et des délires au rendez-vous avec la VTuber FR principale Sakura Kinomoto et quelque autre personnage.
--------------------
Le site web de Sakura Game avec un forum pour discuter

Lien: http://www.sakura-game.fr
--------------------
Streaming: Suivez les lives de Sakura Game sur Twitch

Lien: https://www.twitch.tv/sakuragamefr",2011-09-29,FR,https://yt3.ggpht.com/ytc/AKedOLSDlCbMifo82Zm01yAPhndizqzM14nmBFuW3XJxIQ=s88-c-k-c0x00ffffff-no-rj,UUXbfaJYk2tY6S1qFyrBxdmA
UC-P57DQ-B_y0x4PpET9n58A,Echo,164,4791,18,"Bonjour! Je m'appelle Echo et je suis une voyageuse temporelle. 

Vous trouverez sur ma chaîne du contenu lié à la création de personnages sur VRoid Studio. 

Pour le divertissement, vous pouvez jeter un oeil à mon Twitter et ma chaîne Twitch :)
",2021-05-19,FR,https://yt3.ggpht.com/IFfmkm1FGuMS-w_DmCJ_-czixnxXg5D4opwX9dFUn4ozDhH5DNrftAd_iS-WDVejVY9klBU=s88-c-k-c0x00ffffff-no-rj,UU-P57DQ-B_y0x4PpET9n58A
UCBTIU-udqhEq5IGVp2b2zlA,NOVEL,1800,70819,99,"NOVEL est un groupe de VTubers fondé par Selph1ne qui Stream et produisent des vidéos sur Youtube. 
Chacun a sa Chaîne Twitch, mais les rediffusions montées sont sur la même chaine Youtube NOVEL ! Yaay !

Le contenu ? On joue à pleins de jeux variés, de style différents selon le Streamers et parfois on se retrouve pour jouer en Coop
​
Ici, on peut trouvez des Artworks, des fan arts, du MMD, de la rediffusion de Stream et tout plein d'autre chose !
",2020-08-24,FR,https://yt3.ggpht.com/ytc/AKedOLQsrk8fgBT1p0L7W96voZAXpbMwOBgxuIC_OoCI=s88-c-k-c0x00ffffff-no-rj,UUBTIU-udqhEq5IGVp2b2zlA
UCMRu9SX9-jDxjqV66Hv6Qtg,Vtuber,411,31367,34,Juste un Renard Orange qui traîne sur internet,2021-02-06,None,https://yt3.ggpht.com/KzGKi5uJdSGuxVt4u4M_08Bu0LTXHqHuGBxCS6UDeiQnxdGkO39AN3g88vFKc5t3oeBsqxmgqw=s88-c-k-c0x00ffffff-no-rj,UUMRu9SX9-jDxjqV66Hv6Qtg
UCVnPrJfa2hRYq4_LAP38x9A,Frestfeld,75,37955,193,"Chaîne  de gaming et tutoriel, Prenez plaisir avec mois sur des jeux tels que Minecraft, Warcraft, Wow, Civilization et d'autres!",2013-03-22,FR,https://yt3.ggpht.com/ytc/AKedOLT-7Fsu0540UZlUlJyfSfDIcgtpx9qY8uSo0qxodQ=s88-c-k-c0x00ffffff-no-rj,UUVnPrJfa2hRYq4_LAP38x9A
UCEOPxv_lrfjJAK6zhmB_TLQ,Mami,1,7,3,,2021-03-23,None,https://yt3.ggpht.com/q-hBwOww1rJ5zpt0Ea6oIoVEBim46NTU8wdwPWruYxbd8r_vn4xS9Uq-DW61DqKc03UaIl4CVg=s88-c-k-c0x00ffffff-no-rj,UUEOPxv_lrfjJAK6zhmB_TLQ
UC_Hf3gmbaweF4PJLYiPSZOQ,Aminy,6,75,3,"Oyamine cookivore !
Je m'appelle Aminy Tsukimine et vous vous trouvez sur la chaîne d'une petite hermine à la recherche de ses cookies. Je suis Vtuber et ma maman s'appelle Soragi : https://www.instagram.com/_soragi_/
La chaîne sera principalement l'endroit ou je posterai des rediffusion de lives, mais il y aura aussi quelques surprise ;3
",2020-10-18,FR,https://yt3.ggpht.com/ytc/AKedOLTSxkjthYVt1w5IwAiYQFO_3HSroZKYOp3N24TD=s88-c-k-c0x00ffffff-no-rj,UU_Hf3gmbaweF4PJLYiPSZOQ
UCJK1WQlE2aTUGpBfMRB8tfg,Chowco,64,396,24,"Vous trouverez sur mon Twitch principalement des streams de jeux-vidéos et de discussions ! Enjoy ☁️
N’hésites pas à me follow pour devenir un de mes sheepies 🐑
",2015-04-12,None,https://yt3.ggpht.com/g4YpdZF0Vqfowndydrbll59O2mu8hQkWoAkSqiJEjiEbkwe5GCDZtCHmp5-QTtyGn6Ko0XYZNG0=s88-c-k-c0x00ffffff-no-rj,UUJK1WQlE2aTUGpBfMRB8tfg
UCV9XibSvznmNULCFajlo85Q,Asryal,6,118,29,"Ici je posterai mes VODs, clips et temps forts Twitch depuis twitch.tv/asryaaal !",2021-12-14,None,https://yt3.ggpht.com/s6UEJHC2PhYpjy1r-68-ib_Zqb3v1X9q0HKjQccoRKOWgCHhBa-eDdbMTmlfXyZACZnuxERS=s88-c-k-c0x00ffffff-no-rj,UUV9XibSvznmNULCFajlo85Q
UC_fdtH5P8WdXOfxPVzQ3Xcg,bxakid,29900,4412339,1317,"Bonjour tout le monde, c'est bx !
Je suis actuellement Journaliste indépendant pour une grande entreprise que tu connais peut-être !
Je partage aussi ma passion en stream & vidéos !

""bx le chunk loader mago farmer architecte fou !"" Gaarnik 2013

Partenaire Crunchyroll_fr

Hope you like it !


",2010-10-30,FR,https://yt3.ggpht.com/ytc/AKedOLQhy1vsKGhyNFR-pvOiMdfWfm_vabQ9X-VgAYCz_Q=s88-c-k-c0x00ffffff-no-rj,UU_fdtH5P8WdXOfxPVzQ3Xcg
UCeQcGjbOsFaZbfRbYAUVWJg,Pulsation,134,123,2,"Ceci est ma chaîne Youtube personnelle ou je poste ce qui me fait plaisir et les contenue ne pouvant pas être mis sur Novel.
",2020-10-14,FR,https://yt3.ggpht.com/mGJsiIZyLzWh6eJ96G8F42KYZue59UZeDU09iecBac3co6Hw6g6y27oFzXhJJgBXDyNIvp-f=s88-c-k-c0x00ffffff-no-rj,UUeQcGjbOsFaZbfRbYAUVWJg
UCM6bsiuC2_RO96LUAHbK90g,Kayato,183,1859,31,,2020-05-14,None,https://yt3.ggpht.com/xhBEEq6-d85_tJ-Yx6gTNKA38Hlt93Jum-7l5R7kNYhBCIynCQWWytXvgtu6O7nenfdn-MZFWBo=s88-c-k-c0x00ffffff-no-rj,UUM6bsiuC2_RO96LUAHbK90g
UCvgXeVqLWXO4LoQCI9XkGiA,Danielr_jj,450,7997,285,"YO GUYS nama ku Danielr_jj dan aku virtual youtuber Indonesia, aku dari planet pluto dan sebagai makhluk pluto untuk membantu bumi, mampir terus ya di channel ku yg keren ini

=_=_=_=_=_=_=_=_=_=_=_=_=_=_=
My Content
- live game series, android, konsol/emulator 
- live KGTime/kuy gelud time (duel game) 
- greenscreen gabut
- speedrun game
- draw animation 2d
- original music
- locked (making game)
- locked (free talk)
- locked (QNA)
- locked (draw live)

=_=_=_=_=_=_=_=_=_=_=_=_=_=_=
My Sosmed
Join my discord 
:https://discord.gg/c5wAyXQNWN

INSTAGRAM: https://www.instagram.com/invites/contact/?i=fg3wlcxba7cn&utm_content=35owhtl

FACEBOOK:
https://www.facebook.com/daniel.riz.39

=_=_=_=_=_=_=_=_=_=_=_=_=_=_=
DUKUNG AKU JUGA DI TRAKTEER 

Trakteer CAPTAIN es campur pedes ya: https://trakteer.id/danielr-jj-ch-xq0gc/tip


#makantahuenak #KGTime #uwawawch #Danielr_jj #virtualyoutuber ",2018-01-08,ID,https://yt3.ggpht.com/TFSn12H-YI1VfZQA_nSCNuocAdkLSZFvK4HjlbBNyT20G8pMpu-sHT20igk0p3tfQycTbKfC=s88-c-k-c0x00ffffff-no-rj,UUvgXeVqLWXO4LoQCI9XkGiA
UCuLmEwuWQfGAqx8HK6wSDuw,[,8,167,14,,2021-04-03,None,https://yt3.ggpht.com/AVFwGeU47mmru6FMIXo-rI5JtI5_2woGg4H24eBODPajNZECZD57evxAfO7LAMCyFdINNcXtX-I=s88-c-k-c0x00ffffff-no-rj,UUuLmEwuWQfGAqx8HK6wSDuw
UCxPe-UZXlHK5a6qGBT_fxyA,Yggdrasil,50,4484,121," V-Tuber amateur et français qui ce joint a la communauté des Vtubers ! 

Au programme :

-Des Let's Play divers et variés

Une vidéo par jour sauf le dimanche et exception

Bon visionnage
",2007-07-08,FR,https://yt3.ggpht.com/5fyREnVtc8xacqkWN6mCN_P9rUGLfh-ErPBCC1oMK74edr4fIIi848SAm8wh8-ahql8z9LiteA=s88-c-k-c0x00ffffff-no-rj,UUxPe-UZXlHK5a6qGBT_fxyA
UCn7PpB-u6f9kNNwhRahxtMw,Chiroh,50,514,14,Just a pretty pharaoh who became a vtuber,2020-12-12,FR,https://yt3.ggpht.com/DWbuxpSkhOyrmyqQvzGorkeDP_cld-mSUf_6SmtpjWOlCepNhIYQP-zoEe2CjgZrHfAqmgCjYA=s88-c-k-c0x00ffffff-no-rj,UUn7PpB-u6f9kNNwhRahxtMw
UCmgx2mqp1jmFQJf-xsomX2w,KIMSUN,6,44,2,BONJOUR ! je m'appelle kimsun ! Je suis un vtuber qui debute c: n'hésitez pas a venir discuter avec moi sur mon twitter et a vous abonner ici pour suivre mes aventures ! ,2021-10-06,None,https://yt3.ggpht.com/nc4Ip7I4VAgGEDhY-r4zy3fVhDuoaN9m23zyzRo4k35nM34HRtT4KG9XaTqvHn_9hbs66FV5=s88-c-k-c0x00ffffff-no-rj,UUmgx2mqp1jmFQJf-xsomX2w
UCnxObLMb2FOfE7cQiLmUi1Q,PRINSUMIRE,10,162,24,"S-Sumi desu !☆ 
Petit démon étrange venu du fin fond d'un autre univers. 
Âge inconnu demandable et amateur d'idioties humanoïdes ! 
Gamer, artiste, mélange de jeux, chill et dessins ! 
Mais également lectures d'histoires qui font peur, bouh ! Bienvenue dans mon univers !!☆",2021-03-23,None,https://yt3.ggpht.com/IHQur-8ZDOU6f3c0LReol-0vIexR-42yAOf--KXylwpsAH5QdYh7VTc5cJM7-7_aggRZuVn6154=s88-c-k-c0x00ffffff-no-rj,UUnxObLMb2FOfE7cQiLmUi1Q
UCjk59IzdzktGQCqlELp-qwA,Kokoa,28,425,78,Rediffusions de ma chaîne Twitch et autres,2020-10-17,FR,https://yt3.ggpht.com/1SlBbuOcmxIQeulSOAFvJupmi2OYaE-IUKeHRUKpSsSrGozcfrXkmOw6l6arGaIj6Xqw2zXLkA=s88-c-k-c0x00ffffff-no-rj,UUjk59IzdzktGQCqlELp-qwA
